CustomerID,Genre,Age,Annual Income (k$),Spending Score (1-100),cluster,cluster_0_membership,cluster_1_membership,cluster_2_membership,cluster_3_membership,cluster_4_membership
18,Male,20,21,66,2,0.0008318631558184721,0.018532250410290548,0.9702769522445273,0.0019285982324461239,0.008430335956917523
19,Male,52,23,29,4,0.0004520667130274176,0.00389359586417195,0.001307820080489911,0.00018179527950457376,0.994164722062806
20,Female,35,23,98,2,0.001076635382063616,0.01081709827709877,0.9777939635009031,0.0069793364526973545,0.0033329663872372467
21,Male,35,24,35,4,0.002665850428278636,0.035566657713475426,0.01316602293667728,0.0013769675471876693,0.947224501374381
22,Male,25,24,73,2,3.6013122575894105e-05,0.000793696020938629,0.9988164312134661,0.00012022792376071853,0.000233631719258633
23,Female,46,25,5,4,0.002994557867618315,0.00583221284007523,0.0016200086434184028,0.0005256179548963244,0.9890276026939917
24,Male,31,25,73,2,3.300825065587366e-05,0.0007623794786899312,0.9988841212875285,0.00011333982945185348,0.0002071511536740831
25,Female,54,28,14,4,0.00011734264070987952,0.00036625297186653524,8.161067162541605e-05,2.3090245892661607e-05,0.9994117034699055
26,Male,29,28,82,2,2.4049987440313635e-06,4.507291724919132e-05,0.999929875726242,1.2852328840704817e-05,9.794028924099487e-06
27,Female,45,28,32,4,0.0015277746875441121,0.01947626681337263,0.0043351471664476665,0.0006279655568487342,0.974032845775787
28,Male,35,28,61,2,0.00319604327580856,0.1249238921205198,0.8315534287250073,0.006608633437277866,0.033718002441386535
29,Female,40,29,31,4,0.0012806792800427022,0.015590471594812578,0.0030732267625775615,0.0004884033100443341,0.9795672190525229
30,Female,23,29,87,2,6.880264917127787e-05,0.001092541903299902,0.9981565680291264,0.0004465080373023499,0.0002355793811000698
31,Male,60,30,4,4,0.0058194794664471906,0.009542681697359579,0.0021846829777787936,0.0008236581107620808,0.9816294977476524
32,Female,21,30,73,2,7.966126377567862e-05,0.0023450838016538206,0.9968413848656238,0.0003195657983217236,0.0004143042706250163
33,Male,53,33,4,4,0.00888819995592475,0.013253443885180573,0.0026909443969233143,0.0011033124937065667,0.9740640992682648
34,Male,18,33,92,2,0.0006000617571628652,0.008437137007606052,0.9840715862662951,0.005271377305224379,0.0016198376637115966
35,Female,49,33,14,4,0.0007613004200011654,0.0021798687377117968,0.0003652107578823836,0.00012189883668477434,0.9965717212477199
36,Female,21,33,81,2,5.9874994058509494e-05,0.0013612922434046246,0.9979887921098987,0.0003795532560360718,0.00021048739660204827
37,Female,42,34,17,4,0.000608431183053248,0.0021774627175126754,0.00032197151386459215,0.00010348586051902401,0.9967886487250504
38,Female,30,34,73,2,0.00031457116249711335,0.011297425618518913,0.9855567956043609,0.0014588815301404337,0.001372326084482616
39,Female,36,37,26,4,0.0033570118311379354,0.029329768534195007,0.002661909473465685,0.0007556205238192161,0.9638956896373823
40,Female,20,37,75,2,0.0005772515414338035,0.02105017348465339,0.972966117669491,0.0033636100015513905,0.002042847302870378
41,Female,65,38,35,4,0.01118864485519555,0.32796129390017,0.019460599744886602,0.004211879248049463,0.6371775822516983
42,Male,24,38,92,2,0.001405005480532656,0.020894614747382256,0.9585077597321994,0.015961772334167738,0.003230847705717823
43,Male,48,39,36,4,0.01242628355448894,0.4502564403212077,0.021948912839582564,0.004870992844432715,0.5104973704402881
44,Female,31,39,61,1,0.00507136468745138,0.5937343412471842,0.3606557669472302,0.013224413271847176,0.027314113846287034
45,Female,49,39,28,4,0.007797264835417901,0.08927592964584843,0.006106942146724255,0.001809746761233142,0.8950101166107761
46,Female,24,39,65,2,0.004065884055043477,0.34814210996093303,0.6153613331789568,0.014078015347677166,0.01835265745738935
47,Female,50,40,55,1,0.004395319857198256,0.8619943541866987,0.09631103331717002,0.007397689816576987,0.02990160282235587
48,Female,27,40,47,1,0.005253621125368235,0.8946697677669305,0.03396864326805468,0.0046653852110016235,0.06144258262864498
49,Female,29,40,42,1,0.008338792408098513,0.8086139311902191,0.027467644729295523,0.0049900532626592185,0.1505895784097277
50,Female,31,40,42,1,0.008338792408098513,0.8086139311902191,0.027467644729295523,0.0049900532626592185,0.1505895784097277
51,Female,49,42,52,1,0.0029266272243202336,0.94220150919129,0.0314558171517287,0.003928860576799119,0.019487185855862246
52,Male,33,42,60,1,0.004264217752619166,0.8025143332669831,0.16301467739171394,0.011125373598212215,0.019081397990471847
53,Female,31,43,54,1,0.0024878731569929727,0.94806625468761,0.032015125320196125,0.00400140865530258,0.013429338179898321
54,Male,59,43,60,1,0.0038822870780406485,0.8418094282605413,0.12789380683281398,0.010399857586448747,0.016014620242155424
55,Female,50,43,45,1,0.003719530940420213,0.9460897603156425,0.013199915653412707,0.0027295794371351443,0.03426121365338918
56,Male,47,43,41,1,0.0069384260178196105,0.8889185428100252,0.014700952195541815,0.0036203563586361016,0.08582172261797735
57,Female,51,44,50,1,0.0018177012219722883,0.9737859220607085,0.011481315853362026,0.0020656108162509803,0.010849450047706129
58,Male,69,44,46,1,0.0025914170148460154,0.9664538495820799,0.009397685809995037,0.00205556568957204,0.01950148190350702
59,Female,27,46,51,1,0.0009512449780937034,0.9881476149533395,0.005424545493298769,0.0011932557739761254,0.004283338801292041
60,Male,53,46,46,1,0.0015056251042495934,0.9843759660247502,0.004329604025902776,0.001172100213746079,0.00861670463135154
61,Male,70,46,56,1,0.0015173729785506345,0.9721060262741,0.01773751666986812,0.0030592980192986905,0.005579786058182505
62,Male,19,46,55,1,0.0013212167912669207,0.9778562150339257,0.013352879270521745,0.0024245984812160753,0.005045090423069842
63,Female,67,47,52,1,0.0006872430107670908,0.9917336927047289,0.003976376510600035,0.0009555565215088781,0.0026471312523952454
64,Female,54,47,59,1,0.0020468386936268253,0.9540550787534678,0.03210070917199681,0.005602610521573676,0.006194762859334844
65,Male,63,48,51,1,0.0004228742480837926,0.9956601359412794,0.0018759568390743393,0.0005353193212720828,0.0015057136502903384
66,Male,18,48,59,1,0.0017601087022150563,0.9645555661171451,0.023861627576921972,0.004957196713498356,0.004865500890219782
67,Female,43,48,50,1,0.00041668939540066694,0.9959555965069057,0.0016120988712094511,0.00047655833727872413,0.001539056889205541
68,Female,68,48,48,1,0.0005013777356816524,0.995550786684391,0.0014801895098161333,0.0004680897341742658,0.0019995563359369688
69,Male,19,48,59,1,0.0017601087022150563,0.9645555661171451,0.023861627576921972,0.004957196713498356,0.004865500890219782
70,Female,32,48,47,1,0.0006067683156997563,0.9947946992062017,0.001567724008625305,0.0005119613218189377,0.0025188471476543213
71,Male,70,49,55,1,0.0005580845729262284,0.9930291201633467,0.0037721291005929887,0.0010766240845659473,0.0015640420785681874
72,Female,47,49,42,1,0.002122441743565551,0.984967710872675,0.002553059968396164,0.0010625439465962836,0.00929424346876721
73,Female,60,50,49,1,0.0001426067646163541,0.9989120165614453,0.0003751495094999027,0.00014688285166364475,0.0004233443127747811
74,Female,60,50,56,1,0.0005586821951233032,0.9930658019093184,0.0037798619499603493,0.001220081161972896,0.001375572783624966
75,Male,59,54,47,1,1.8089457392180743e-05,0.9999126551644714,2.2068507637928197e-05,1.4494545496572916e-05,3.269232500204577e-05
76,Male,26,54,54,1,7.172729265935806e-05,0.9994567282446257,0.00021751251917902204,0.00013471068422653195,0.00011932125930938132
77,Female,45,54,53,1,3.045418631276027e-05,0.9997865524880694,8.110338649944512e-05,5.065935936292594e-05,5.123057975522592e-05
78,Male,40,54,48,1,4.498853891575467e-06,0.9999771529214614,6.247840534219097e-06,4.070252853714826e-06,8.030131259058907e-06
79,Female,23,54,52,1,1.0428258422594529e-05,0.999932086238531,2.43817469498362e-05,1.5359852589659588e-05,1.7743903506989785e-05
80,Female,49,54,42,1,0.0011473329625438984,0.99539833656142,0.0007397267693854591,0.0005050345639895558,0.002209569142661023
81,Male,57,54,51,1,2.7890083380464495e-06,0.9999830491964137,5.723960493414874e-06,3.636693135785422e-06,4.801141619036562e-06
82,Male,38,54,55,1,0.00014438783047569933,0.9988136347605533,0.0004983567648070275,0.00030603275597303534,0.00023758788819097052
83,Male,67,54,41,1,0.0019572077679359916,0.9923452380838771,0.0011140363889298648,0.0007661528079688097,0.0038173649512882385
84,Female,46,54,44,1,0.00031875261256260736,0.9986403882074016,0.0002645542158654381,0.0001779212453323893,0.0005983837188377207
85,Female,21,54,57,1,0.0004264451981835772,0.9958344460659483,0.0019028974311436086,0.0011491230228949255,0.0006870882818293778
86,Male,48,54,46,1,5.659877333494993e-05,0.9997389508926018,6.0687112025353976e-05,4.018043774803536e-05,0.00010358278428980932
87,Female,55,57,58,1,0.0007728487994363368,0.9931162434296004,0.002603200998954388,0.0025891503157904187,0.0009185564562185855
88,Female,22,57,55,1,0.00017734874804483817,0.9987996438033513,0.0004115125000139854,0.0004003584963221131,0.00021113645226767704
89,Female,34,58,60,1,0.001741914803868473,0.9819559332544501,0.006522424002771414,0.007894520337640452,0.001885207601269599
90,Female,50,58,46,1,0.00013368326960355606,0.9995536376202292,8.582353623702162e-05,8.95741156735386e-05,0.00013728145825672172
91,Female,68,59,55,1,0.00034762062148453537,0.997876227147347,0.0006219239287960012,0.0008205555743445165,0.0003336727280279444
92,Male,18,59,41,1,0.003856154113667682,0.9905081465418567,0.0011385416076494911,0.0012695362837350905,0.0032276214530909384
93,Male,48,60,49,1,0.00014840562616656903,0.9994742238064896,0.0001088573885362907,0.00014910558936400607,0.00011940758944351328
94,Female,40,60,40,1,0.00758537159191069,0.9833382068162548,0.0017210040563957001,0.0020889554085209714,0.005266462126917954
95,Female,32,60,42,1,0.0032242520720989322,0.992325631483311,0.000948342671350459,0.0011772750211129972,0.0023244987521266153
96,Male,24,60,52,1,0.00018632235473931303,0.9991666640848987,0.00020102743060128618,0.000290386171099562,0.0001555999586610011
97,Female,47,60,47,1,0.00028680645545574936,0.9991113903016084,0.00016216922260972963,0.0002152298557985938,0.0002244041645275362
98,Female,27,60,50,1,0.00013557404947016124,0.9994830684765478,0.00011317758608074621,0.0001576677998490231,0.0001105120880521421
99,Male,48,61,42,1,0.004444090475239734,0.9901191724085117,0.0011443337559282156,0.001567366589205955,0.002725036771114394
100,Male,20,61,49,1,0.0003410442365776774,0.998856031433158,0.0002203514144096232,0.00034145559570457107,0.00024111732015022648
101,Female,23,62,41,1,0.008966036836282243,0.9820939569711661,0.0017686919539866084,0.0026243361076734232,0.004546978130891794
102,Female,49,62,48,1,0.0008228885647835424,0.9975626073446884,0.00041114091033232184,0.0007029595560223946,0.0005004036241734339
103,Male,67,62,59,1,0.0029031796273865144,0.9756003899147004,0.0057390563275299174,0.013606437787911874,0.002150936342470902
104,Male,26,62,55,1,0.001198838933178494,0.993463782602025,0.0014656618721325726,0.0030359872344566893,0.0008357293582072894
105,Male,49,62,56,1,0.0015007321396556823,0.9909253513213622,0.0020742238787672287,0.004436337077536791,0.0010633555826782427
106,Female,21,62,42,1,0.006202675208607188,0.9870509281925296,0.001397867450398954,0.002110986713561855,0.0032375424349024994
107,Female,66,63,50,1,0.0011773205262314251,0.9961153756927361,0.0006740509419737565,0.0013725086837973212,0.0006607441552614415
108,Male,54,63,46,1,0.0023977832870432547,0.994106677391327,0.0008097318076814387,0.0014773205709350766,0.0012084869430131864
109,Male,68,63,43,1,0.006201847928080878,0.9871682628775451,0.0013998183370049883,0.002379577875244578,0.0028504929821244196
110,Male,66,63,48,1,0.0014930828088573582,0.9957888329918301,0.0006576621777139508,0.0012646227538413274,0.0007957992677571674
111,Male,65,63,52,1,0.00121025677457102,0.9952375953411874,0.0008967261524143744,0.00194314813712188,0.0007122735947052828
112,Female,19,63,54,1,0.001525147342996006,0.9927099752668608,0.001454845777781156,0.003372420184728131,0.0009376114276336876
113,Female,38,64,42,1,0.012172493894469958,0.9772619808520473,0.002101003079150971,0.003847077957281547,0.004617444217050117
114,Male,19,64,46,1,0.0038588245650595745,0.9909677501005129,0.0011474675206681838,0.0023344911026145524,0.001691466711144768
115,Female,18,65,48,1,0.0041276812896964615,0.9893258155437489,0.0014169827983944623,0.003433720953213213,0.0016957994149470847
116,Female,19,65,50,1,0.0033213813124908865,0.9898559609215407,0.0014866176194695685,0.0038754372091789595,0.0014606029373199414
117,Female,63,65,43,1,0.012808512745255032,0.9760349793013657,0.002223115364779535,0.004601132462410027,0.004332260126189567
118,Female,49,65,59,1,0.005992668878405116,0.9503325648359818,0.008185736309182207,0.03212120268534787,0.0033678272910830183
119,Female,51,67,43,1,0.02512578225248,0.9567947848406245,0.0033613233954123112,0.008428731038701868,0.0062893784727812785
120,Female,50,67,57,1,0.008299624577073226,0.9468857784290955,0.007081453837056797,0.03405569149574806,0.003677451661026532
121,Male,27,67,56,1,0.0078050699765982974,0.956186538254671,0.005902609245538178,0.02675281218838316,0.003352970334809347
122,Female,38,67,40,1,0.05214951108688188,0.9219397783691365,0.004531508461331484,0.010316626668351122,0.011062575414298814
123,Female,40,69,58,1,0.01421873908815181,0.8936815808940615,0.01088714833587147,0.07579344270453098,0.005419088977384405
124,Male,39,69,91,3,0.003659244752548564,0.034479657372809024,0.03097842570894893,0.9282653747538104,0.002617297411883197
125,Female,23,70,29,0,0.6279315451530278,0.3197431777358619,0.006474357745853092,0.013594665384035903,0.03225625398122131
126,Female,31,70,77,3,0.004744004403428262,0.07821676567980211,0.018937893312049765,0.8953957868265777,0.0027055497781422384
127,Male,43,71,35,1,0.34653719059036253,0.599984141396049,0.0078163959436403,0.020720823891951356,0.024941448177996924
128,Male,40,71,95,3,0.0034843360881528997,0.02659563666390759,0.026944072209410225,0.9405639849909194,0.0024119700476099857
129,Male,59,71,11,0,0.9434817687730371,0.030414418075436454,0.0020307815375603137,0.0032475255664164396,0.020825506047549524
130,Male,38,71,75,3,0.005207252875525301,0.08754600470362273,0.016266383381759068,0.8882665860095347,0.0027137730295582673
131,Male,47,71,9,0,0.9404149463652306,0.03019693932248904,0.002214612454314853,0.0034536262176263184,0.023719875640339144
132,Male,39,71,75,3,0.005207252875525301,0.08754600470362273,0.016266383381759068,0.8882665860095347,0.0027137730295582673
133,Female,25,72,34,1,0.4603788969080527,0.4867765321669043,0.007498534797058335,0.02058729539311019,0.02475874073487426
134,Female,31,72,71,3,0.008524392919450927,0.15839817837990983,0.01756901855115726,0.811669141177776,0.00383926897170593
135,Male,20,73,5,0,0.9513907762588959,0.02282461677882359,0.0020090554078085296,0.003199904654249813,0.020575646900222108
136,Female,29,73,88,3,0.0014480279865264174,0.012583494124342544,0.007550154272613919,0.9775602123271853,0.0008581112893317387
137,Female,44,73,7,0,0.9581653908383974,0.020706393904550882,0.0016815090849827807,0.0027453770543863333,0.01670132911768279
138,Male,32,73,73,3,0.005249976916730428,0.08026173560988997,0.011480495891027665,0.900660264657876,0.0023475269244759614
139,Male,19,74,10,0,0.9733616743753716,0.014478112702125293,0.0010448248666831991,0.0018418374245689907,0.009273550631250977
140,Female,35,74,72,3,0.005488806529319839,0.07883015261902403,0.010038480012512438,0.9033784912913088,0.002264069547834812
141,Female,57,75,5,0,0.9677016723095062,0.015631390577985252,0.001396171648674222,0.0023727887455711203,0.0128979767182632
142,Male,32,75,93,3,0.001549889870815572,0.010637969819307501,0.008041961110186558,0.9788547285787853,0.0009154506209051195
143,Female,28,76,40,1,0.34956345619928736,0.5790012385034856,0.009383547914397055,0.04351430598541149,0.018537451397418563
144,Female,32,76,87,3,0.000589487774083841,0.004504755540474978,0.0022509483127512797,0.9923481360930627,0.0003066722796271899
145,Male,25,77,12,0,0.9909881015147519,0.005263055315829731,0.0003640385584777734,0.0007390066965927327,0.002645797914347922
146,Male,28,77,97,3,0.002036389588849703,0.011755203225104819,0.010050531580672543,0.9749686411294732,0.0011892344758996406
147,Male,48,77,36,0,0.6188740242867112,0.32863998037514264,0.0069193751945347375,0.028320724084541775,0.017245896059069534
148,Female,32,77,74,3,0.0019423669602916644,0.01949484141149567,0.0031341858363643977,0.9747046951671284,0.0007239106247198144
149,Female,34,78,22,0,0.9882420150825753,0.008480878836043518,0.00038083935488454444,0.001006021012718911,0.0018902457137776254
150,Male,34,78,90,3,0.0005186674937811978,0.0033261394750757206,0.0018950845718995215,0.993995839678176,0.00026426878106761636
151,Male,43,78,17,0,0.9947582477397073,0.003428497052728345,0.00019464358399094673,0.0004542791876679692,0.001164332435905136
152,Male,39,78,88,3,0.00035583426164919463,0.0023835828506800745,0.0011981954405322496,0.9958873337706371,0.00017505367650139683
153,Female,44,78,20,0,0.992323929995414,0.005334672676105839,0.0002636546115689344,0.0006610450439482775,0.0014166976729631
154,Female,38,78,76,3,0.0008375140573343524,0.007344012158041438,0.0014323028751332435,0.9900714536807261,0.00031471722876491625
155,Female,47,78,16,0,0.9949724475555245,0.0032191343549337645,0.00019111003575957803,0.0004362169231780644,0.0011810911306039391
156,Female,27,78,89,3,0.000428066058199086,0.0028052686538348063,0.0015030265466182355,0.9950492622285327,0.00021437651281519405
157,Male,37,78,1,0,0.9692937154592706,0.014099974504393759,0.0014837049846052742,0.0026166738411950944,0.01250593121053525
158,Female,30,78,78,3,0.00046906138279366737,0.0039374495944464,0.0009196802813951258,0.9944879194385953,0.00018588930276955087
159,Male,34,78,1,0,0.9692937154592706,0.014099974504393759,0.0014837049846052742,0.0026166738411950944,0.01250593121053525
160,Female,30,78,73,3,0.0021195864673130786,0.019753401940376593,0.002897701688305954,0.9744995096681915,0.0007298002358128047
161,Female,56,79,35,0,0.7552172152745877,0.2031621169081404,0.005258688884833206,0.023156636600052703,0.013205342332386027
162,Female,29,79,83,3,0.00012680468324021557,0.000891303710438424,0.00030840218590020326,0.9986191549901509,5.433443027033628e-05
163,Male,19,81,5,0,0.9903751625525331,0.0049152189591144275,0.0004683893027203035,0.0009565410212848745,0.0032846881643473808
164,Female,31,81,93,3,0.0005743464194875943,0.003023388023556529,0.001863221494291285,0.9942596644716138,0.00027937959105062604
165,Male,50,85,26,0,0.9945729650329416,0.0038123593099475706,0.00019472967237305322,0.0007816008429768454,0.0006383451417609402
166,Female,36,85,75,3,0.0002571129497301624,0.0012643085092883684,0.0002359851313542329,0.9981732807593766,6.931265025062558e-05
167,Male,42,86,20,0,0.999933266741904,4.336481452913516e-05,2.796878417997756e-06,9.485602365339337e-06,1.1085962783562136e-05
168,Female,33,86,95,3,0.0006986573900906538,0.0028857342433394814,0.001731574515519641,0.9943791489254274,0.0003048849256227733
169,Female,36,87,27,0,0.993457956639215,0.004480146705802894,0.00024335132401277234,0.0010946046034439269,0.0007239407275253033
170,Male,32,87,63,3,0.027021937217610852,0.08734242167796691,0.007548790933759409,0.8741614571619993,0.003925393008663412
171,Male,40,87,13,0,0.9999208148320341,4.636159892292761e-05,3.826473286803727e-06,1.101251784294863e-05,1.798457791333196e-05
172,Male,28,87,75,3,0.0002568017264683412,0.0010775922954578473,0.00020572516592612218,0.9983957304479918,6.415036415611122e-05
173,Male,36,87,10,0,0.9993608653037266,0.00035767913156716527,3.226631331321248e-05,8.640925654141053e-05,0.0001627799948516025
174,Male,36,87,92,3,0.0002851177854932421,0.001155872073619155,0.0005924910256459115,0.9978524349085138,0.00011408420672783643
175,Female,52,88,13,0,0.9999266907958397,4.264627991869267e-05,3.605687730955705e-06,1.0680919992180644e-05,1.6376316518399344e-05
176,Female,30,88,86,3,1.3664603012096621e-05,5.442433705906302e-05,2.0270390170137522e-05,0.9999070191010124,4.621568746381417e-06
177,Male,58,88,15,0,0.9999949582930284,3.0135115499213985e-06,2.404577737969353e-07,7.509493863727055e-07,1.0367882614133549e-06
178,Male,27,88,69,3,0.004334669134338233,0.01532921009571252,0.002012200647748273,0.9775069308675337,0.0008169892546673304
179,Male,59,93,14,0,0.9996513758309955,0.00019679035458353028,1.8364132624808118e-05,6.383827711325329e-05,6.963140468304277e-05
180,Male,35,93,90,3,0.00040381872842870165,0.0012516107570361798,0.0005419621782539111,0.9976706959513365,0.0001319123849445754
181,Female,37,97,32,0,0.9584054702312865,0.022744907263215177,0.0017760457787836447,0.013527212160142988,0.0035463645665717415
182,Female,32,97,86,3,0.0007583822967143751,0.0019130712943064379,0.0006833812671512965,0.9964425135746233,0.00020265156720454663
183,Male,46,98,15,0,0.9974612534669803,0.0013669068623070643,0.00014203150225979317,0.0005694379449175969,0.000460370223535341
184,Female,29,98,88,3,0.0011553970738052844,0.002835477931871017,0.0010977262891664497,0.9945919148132687,0.00031948389188857717
185,Female,41,99,39,0,0.8306181339581269,0.07755320913348791,0.006458076864422377,0.07559912654827282,0.009771453495690136
186,Male,30,99,97,3,0.0033973001022706024,0.00843259649753649,0.0045128892898986216,0.9825112414611153,0.0011459726491789045
187,Female,54,101,24,0,0.986844930844192,0.0068992748952186374,0.0006803586622581947,0.003942769681323572,0.0016326659170075757
188,Male,28,101,68,3,0.022210300092119974,0.029416295174433768,0.005149291395272776,0.940478606927934,0.00274550641023957
189,Female,41,103,17,0,0.9901725497323496,0.004996305503124292,0.0005720236336353545,0.002678400577239506,0.001580720553651152
190,Female,36,103,85,3,0.0036247607836034524,0.006926631240878566,0.002390608598231694,0.986224323768203,0.0008336756090832965
191,Female,34,103,23,0,0.9836486541602268,0.00829527198313068,0.0008807404113042132,0.005081444355699436,0.002093889089638942
192,Female,32,103,69,3,0.02333250823806368,0.028954458996388713,0.005499723729669639,0.9392900665975555,0.002923242438322354
193,Male,33,113,8,0,0.9559122766343607,0.019648968166880575,0.003112591787286676,0.012855962734144924,0.008470200677327202
194,Female,38,113,91,3,0.016233682106619688,0.024050586526286166,0.010169949213332048,0.9457090423985115,0.0038367397552504534
195,Female,47,120,16,0,0.9126839079645224,0.035708721523285865,0.0060547650603881105,0.03266842012628253,0.012884185325521066
196,Female,35,120,79,3,0.049716829979449685,0.04696004084737114,0.015146660680768241,0.8803002422630083,0.00787622622940264
197,Female,45,126,28,0,0.8000846567345086,0.06843678635538812,0.012673502647749638,0.09862669270512334,0.02017836155723015
198,Male,32,126,74,3,0.09872290280994454,0.07079560067783965,0.02176195446239061,0.7954685219746906,0.013251020075134711
199,Male,32,137,18,0,0.7721944739506096,0.07829398414403402,0.01766908112101165,0.10147875488686692,0.030363705897477687
200,Male,30,137,83,3,0.10992993605231863,0.08405307989241388,0.03317294911203307,0.7536542652649554,0.019189769678279206
